Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP,Log(MSRP)
Alfa Romeo,4C,2015,premium unleaded (required),237.0,4.0,AUTOMATED_MANUAL,rear wheel drive,2.0,"Luxury,High-Performance",Compact,Coupe,34,24,113,68400,11.133142723386813
Alfa Romeo,4C,2015,premium unleaded (required),237.0,4.0,AUTOMATED_MANUAL,rear wheel drive,2.0,"Luxury,High-Performance",Compact,Coupe,34,24,113,53900,10.894904309600681
Alfa Romeo,4C,2016,premium unleaded (required),237.0,4.0,AUTOMATED_MANUAL,rear wheel drive,2.0,"Luxury,High-Performance",Compact,Coupe,34,24,113,55900,10.93133754807084
Alfa Romeo,4C,2016,premium unleaded (required),237.0,4.0,AUTOMATED_MANUAL,rear wheel drive,2.0,"Luxury,High-Performance",Compact,Convertible,34,24,113,65900,11.095908894882296
Toyota,4Runner,2014,regular unleaded,270.0,6.0,AUTOMATIC,rear wheel drive,4.0,Not Available,Midsize,4dr SUV,23,17,2031,41365,10.63021456635927
Toyota,4Runner,2014,regular unleaded,270.0,6.0,AUTOMATIC,rear wheel drive,4.0,Not Available,Midsize,4dr SUV,23,17,2031,35740,10.484053768176494
Toyota,4Runner,2014,regular unleaded,270.0,6.0,AUTOMATIC,four wheel drive,4.0,Not Available,Midsize,4dr SUV,22,17,2031,37615,10.535184770779852
Toyota,4Runner,2014,regular unleaded,270.0,6.0,AUTOMATIC,four wheel drive,4.0,Not Available,Midsize,4dr SUV,22,17,2031,34695,10.454379685515201
Toyota,4Runner,2014,regular unleaded,270.0,6.0,AUTOMATIC,four wheel drive,4.0,Not Available,Midsize,4dr SUV,22,17,2031,35725,10.48363399400883
Toyota,4Runner,2014,regular unleaded,270.0,6.0,AUTOMATIC,four wheel drive,4.0,Not Available,Midsize,4dr SUV,22,17,2031,43400,10.6782377612977
Toyota,4Runner,2014,regular unleaded,270.0,6.0,AUTOMATIC,rear wheel drive,4.0,Not Available,Midsize,4dr SUV,23,17,2031,32820,10.398823833405986
Toyota,4Runner,2014,regular unleaded,270.0,6.0,AUTOMATIC,four wheel drive,4.0,Not Available,Midsize,4dr SUV,22,17,2031,38645,10.562198555774946
Toyota,4Runner,2015,regular unleaded,270.0,6.0,AUTOMATIC,four wheel drive,4.0,Not Available,Midsize,4dr SUV,21,17,2031,37825,10.5407519758484
Toyota,4Runner,2015,regular unleaded,270.0,6.0,AUTOMATIC,four wheel drive,4.0,Not Available,Midsize,4dr SUV,21,17,2031,43620,10.68329396475648
Toyota,4Runner,2015,regular unleaded,270.0,6.0,AUTOMATIC,four wheel drive,4.0,Not Available,Midsize,4dr SUV,21,17,2031,36115,10.49449125942737
Toyota,4Runner,2015,regular unleaded,270.0,6.0,AUTOMATIC,rear wheel drive,4.0,Not Available,Midsize,4dr SUV,22,17,2031,35950,10.489912179174006
Toyota,4Runner,2015,regular unleaded,270.0,6.0,AUTOMATIC,rear wheel drive,4.0,Not Available,Midsize,4dr SUV,22,17,2031,33210,10.410636425329677
Toyota,4Runner,2015,regular unleaded,270.0,6.0,AUTOMATIC,four wheel drive,4.0,Not Available,Midsize,4dr SUV,21,17,2031,38855,10.56761778402558
Toyota,4Runner,2015,regular unleaded,270.0,6.0,AUTOMATIC,rear wheel drive,4.0,Not Available,Midsize,4dr SUV,22,17,2031,41585,10.63551885114604
Toyota,4Runner,2015,regular unleaded,270.0,6.0,AUTOMATIC,four wheel drive,4.0,Not Available,Midsize,4dr SUV,21,17,2031,35085,10.46555746948913
Toyota,4Runner,2015,regular unleaded,270.0,6.0,AUTOMATIC,four wheel drive,4.0,Not Available,Midsize,4dr SUV,21,17,2031,41310,10.62888408731157
Toyota,4Runner,2016,regular unleaded,270.0,6.0,AUTOMATIC,rear wheel drive,4.0,Not Available,Midsize,4dr SUV,22,17,2031,36690,10.510286772360844
Toyota,4Runner,2016,regular unleaded,270.0,6.0,AUTOMATIC,four wheel drive,4.0,Not Available,Midsize,4dr SUV,21,17,2031,44360,10.700115984041597
Toyota,4Runner,2016,regular unleaded,270.0,6.0,AUTOMATIC,four wheel drive,4.0,Not Available,Midsize,4dr SUV,21,17,2031,39595,10.586483382039699
Toyota,4Runner,2016,regular unleaded,270.0,6.0,AUTOMATIC,four wheel drive,4.0,Not Available,Midsize,4dr SUV,21,17,2031,41850,10.641870970494749
Toyota,4Runner,2016,regular unleaded,270.0,6.0,AUTOMATIC,rear wheel drive,4.0,Not Available,Midsize,4dr SUV,22,17,2031,42325,10.653156833420399
Toyota,4Runner,2016,regular unleaded,270.0,6.0,AUTOMATIC,four wheel drive,4.0,Not Available,Midsize,4dr SUV,21,17,2031,35885,10.488102526272613
Toyota,4Runner,2016,regular unleaded,270.0,6.0,AUTOMATIC,four wheel drive,4.0,Not Available,Midsize,4dr SUV,21,17,2031,38565,10.56012633827955
Toyota,4Runner,2016,regular unleaded,270.0,6.0,AUTOMATIC,four wheel drive,4.0,Not Available,Midsize,4dr SUV,21,17,2031,36915,10.516400340385468
Toyota,4Runner,2016,regular unleaded,270.0,6.0,AUTOMATIC,rear wheel drive,4.0,Not Available,Midsize,4dr SUV,22,17,2031,34010,10.434439280685709
BMW,5 Series Gran Turismo,2015,premium unleaded (required),300.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Hatchback,Luxury",Large,4dr Hatchback,28,19,3916,60700,11.013715451376466
BMW,5 Series Gran Turismo,2015,premium unleaded (required),445.0,8.0,AUTOMATIC,all wheel drive,4.0,"Hatchback,Luxury,Performance",Large,4dr Hatchback,24,16,3916,71400,11.17606715383184
BMW,5 Series Gran Turismo,2015,premium unleaded (required),300.0,6.0,AUTOMATIC,all wheel drive,4.0,"Hatchback,Luxury",Large,4dr Hatchback,26,18,3916,63000,11.050905878263567
BMW,5 Series Gran Turismo,2015,premium unleaded (required),445.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Hatchback,Luxury,Performance",Large,4dr Hatchback,25,16,3916,69100,11.143324481431074
BMW,5 Series Gran Turismo,2016,premium unleaded (required),300.0,6.0,AUTOMATIC,all wheel drive,4.0,"Hatchback,Luxury",Large,4dr Hatchback,26,18,3916,63200,11.05407540279458
BMW,5 Series Gran Turismo,2016,premium unleaded (required),445.0,8.0,AUTOMATIC,all wheel drive,4.0,"Hatchback,Luxury,Performance",Large,4dr Hatchback,24,16,3916,72500,11.19135563385109
BMW,5 Series Gran Turismo,2016,premium unleaded (required),300.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Hatchback,Luxury",Large,4dr Hatchback,28,19,3916,60900,11.017004873924424
BMW,5 Series Gran Turismo,2017,premium unleaded (required),300.0,6.0,AUTOMATIC,all wheel drive,4.0,"Hatchback,Luxury",Large,4dr Hatchback,26,18,3916,63200,11.05407540279458
BMW,5 Series Gran Turismo,2017,premium unleaded (required),300.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Hatchback,Luxury,Performance",Large,4dr Hatchback,27,19,3916,60900,11.017004873924424
BMW,5 Series Gran Turismo,2017,premium unleaded (required),445.0,8.0,AUTOMATIC,all wheel drive,4.0,"Hatchback,Luxury,Performance",Large,4dr Hatchback,24,15,3916,72500,11.19135563385109
BMW,5 Series,2015,premium unleaded (required),443.0,8.0,AUTOMATIC,all wheel drive,4.0,"Luxury,High-Performance",Large,Sedan,25,16,3916,67200,11.1154434073529
BMW,5 Series,2015,premium unleaded (required),302.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Large,Sedan,29,20,3916,57900,10.96648993456911
BMW,5 Series,2015,diesel,255.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Diesel,Luxury",Large,Sedan,38,26,3916,57100,10.9525769086256
BMW,5 Series,2015,premium unleaded (required),241.0,4.0,AUTOMATIC,all wheel drive,4.0,Luxury,Large,Sedan,33,22,3916,52250,10.863814308399895
BMW,5 Series,2015,diesel,255.0,6.0,AUTOMATIC,all wheel drive,4.0,"Diesel,Luxury",Large,Sedan,37,26,3916,59400,10.992066340225865
BMW,5 Series,2015,premium unleaded (required),443.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,High-Performance",Large,Sedan,25,17,3916,64900,11.080618310893968
BMW,5 Series,2015,premium unleaded (required),241.0,4.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Large,Sedan,34,23,3916,49950,10.818797803896322
BMW,5 Series,2015,premium unleaded (required),302.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Large,Sedan,31,20,3916,55600,10.925956465688445
BMW,5 Series,2016,diesel,255.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Diesel,Luxury",Large,Sedan,38,26,3916,57350,10.956945559197129
BMW,5 Series,2016,premium unleaded (required),302.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Large,Sedan,29,20,3916,58150,10.970798354703502
BMW,5 Series,2016,premium unleaded (required),302.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Large,Sedan,31,20,3916,55850,10.930442709440007
BMW,5 Series,2016,premium unleaded (required),240.0,4.0,AUTOMATIC,all wheel drive,4.0,Luxury,Large,Sedan,34,22,3916,52500,10.868587496017359
BMW,5 Series,2016,premium unleaded (required),240.0,4.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Large,Sedan,34,23,3916,50200,10.823790225800138
BMW,5 Series,2016,premium unleaded (required),443.0,8.0,AUTOMATIC,all wheel drive,4.0,"Luxury,High-Performance",Large,Sedan,25,16,3916,68600,11.136062390867204
BMW,5 Series,2016,premium unleaded (required),443.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,High-Performance",Large,Sedan,25,17,3916,66300,11.101960259016467
BMW,5 Series,2016,diesel,255.0,6.0,AUTOMATIC,all wheel drive,4.0,"Diesel,Luxury",Large,Sedan,37,26,3916,59650,10.996266191844887
Mercedes-Benz,500-Class,1991,regular unleaded,322.0,8.0,AUTOMATIC,rear wheel drive,2.0,"Luxury,Performance",Compact,Convertible,17,13,617,4155,8.332308352219117
Mercedes-Benz,500-Class,1992,regular unleaded,322.0,8.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Large,Sedan,15,11,617,2427,7.794823152179389
Mercedes-Benz,500-Class,1992,regular unleaded,322.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,16,13,617,3245,8.085178748074537
Mercedes-Benz,500-Class,1992,regular unleaded,322.0,8.0,AUTOMATIC,rear wheel drive,2.0,"Luxury,Performance",Compact,Convertible,17,13,617,4701,8.455743229100015
Mercedes-Benz,500-Class,1993,regular unleaded,315.0,8.0,AUTOMATIC,rear wheel drive,2.0,Luxury,Large,Coupe,16,12,617,3176,8.063692634269517
Mercedes-Benz,500-Class,1993,regular unleaded,315.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,18,14,617,3613,8.192570471152173
Mercedes-Benz,500-Class,1993,regular unleaded,315.0,8.0,AUTOMATIC,rear wheel drive,2.0,"Luxury,Performance",Compact,Convertible,19,14,617,5140,8.545002892055505
Mercedes-Benz,500-Class,1993,regular unleaded,315.0,8.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Large,Sedan,16,12,617,2692,7.898411092811599
FIAT,500e,2015,electric,239.0,0.0,DIRECT_DRIVE,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,108,122,819,31800,10.367253014814716
FIAT,500e,2016,electric,239.0,0.0,DIRECT_DRIVE,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,103,121,819,31800,10.367253014814716
FIAT,500e,2017,electric,239.0,0.0,DIRECT_DRIVE,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,103,121,819,31800,10.367253014814716
FIAT,500,2015,premium unleaded (recommended),160.0,4.0,MANUAL,front wheel drive,2.0,"Factory Tuner,Performance",Compact,Convertible,34,28,819,26595,10.188516107522345
FIAT,500,2015,premium unleaded (recommended),101.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,40,31,819,18700,9.83633227734872
FIAT,500,2015,premium unleaded (recommended),135.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,34,28,819,19700,9.888424674859083
FIAT,500,2015,premium unleaded (recommended),101.0,4.0,MANUAL,front wheel drive,2.0,Not Available,Compact,Convertible,34,28,819,22800,10.034559673629849
FIAT,500,2015,premium unleaded (recommended),101.0,4.0,MANUAL,front wheel drive,2.0,Not Available,Compact,Convertible,34,28,819,24700,10.114599007626499
FIAT,500,2015,premium unleaded (recommended),160.0,4.0,MANUAL,front wheel drive,2.0,"Hatchback,Factory Tuner,Performance",Compact,2dr Hatchback,34,28,819,22495,10.021092794610391
FIAT,500,2015,premium unleaded (recommended),101.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,40,31,819,17495,9.769727562356604
FIAT,500,2015,premium unleaded (recommended),101.0,4.0,MANUAL,front wheel drive,2.0,Not Available,Compact,Convertible,34,28,819,20345,9.920639611353694
FIAT,500,2015,premium unleaded (recommended),101.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,40,31,819,17700,9.781376414141157
FIAT,500,2015,premium unleaded (recommended),101.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,40,31,819,20400,9.923339198238729
FIAT,500,2015,premium unleaded (recommended),101.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,40,31,819,16845,9.73186851887531
FIAT,500,2016,premium unleaded (recommended),160.0,4.0,MANUAL,front wheel drive,2.0,"Factory Tuner,Performance",Compact,Convertible,34,28,819,26695,10.19226902043121
FIAT,500,2016,premium unleaded (recommended),101.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,40,31,819,21295,9.966274540634894
FIAT,500,2016,premium unleaded (recommended),101.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,40,31,819,20395,9.923094082175046
FIAT,500,2016,premium unleaded (recommended),101.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,40,31,819,17745,9.783915417395283
FIAT,500,2016,premium unleaded (recommended),160.0,4.0,MANUAL,front wheel drive,2.0,"Hatchback,Factory Tuner,Performance",Compact,2dr Hatchback,34,28,819,22575,10.024642674092595
FIAT,500,2016,premium unleaded (recommended),101.0,4.0,MANUAL,front wheel drive,2.0,Not Available,Compact,Convertible,40,31,819,24495,10.106265117897465
FIAT,500,2016,premium unleaded (recommended),101.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,40,31,819,16995,9.740733301234702
FIAT,500,2016,premium unleaded (recommended),101.0,4.0,MANUAL,front wheel drive,2.0,Not Available,Compact,Convertible,40,31,819,20395,9.923094082175046
FIAT,500,2016,premium unleaded (recommended),135.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,34,28,819,19700,9.888424674859083
FIAT,500,2016,premium unleaded (recommended),101.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,40,31,819,17900,9.792611856190192
FIAT,500,2016,premium unleaded (recommended),101.0,4.0,MANUAL,front wheel drive,2.0,Not Available,Compact,Convertible,40,31,819,21395,9.970959267651141
FIAT,500,2017,premium unleaded (recommended),160.0,4.0,MANUAL,front wheel drive,2.0,"Hatchback,Factory Tuner,Performance",Compact,2dr Hatchback,33,28,819,19995,9.903287532533462
FIAT,500,2017,premium unleaded (recommended),101.0,4.0,AUTOMATIC,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,33,27,819,19390,9.872564319882619
FIAT,500,2017,premium unleaded (recommended),101.0,4.0,AUTOMATIC,front wheel drive,2.0,Not Available,Compact,Convertible,33,27,819,17485,9.769155839740836
FIAT,500,2017,premium unleaded (recommended),101.0,4.0,AUTOMATIC,front wheel drive,2.0,Not Available,Compact,Convertible,33,27,819,20885,9.946834357039494
FIAT,500,2017,premium unleaded (recommended),160.0,4.0,MANUAL,front wheel drive,2.0,"Factory Tuner,Performance",Compact,Convertible,33,28,819,21490,9.975389521825207
FIAT,500,2017,premium unleaded (recommended),101.0,4.0,AUTOMATIC,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,33,27,819,15990,9.679781342959442
FIAT,500L,2015,premium unleaded (recommended),160.0,4.0,MANUAL,front wheel drive,4.0,Not Available,Compact,Wagon,33,25,819,19345,9.870240958742492
FIAT,500L,2015,premium unleaded (recommended),160.0,4.0,MANUAL,front wheel drive,4.0,Not Available,Compact,Wagon,33,25,819,23095,10.04741472134277
FIAT,500L,2015,premium unleaded (recommended),160.0,4.0,AUTOMATIC,front wheel drive,4.0,Not Available,Compact,Wagon,30,22,819,24695,10.114396566181995
FIAT,500L,2015,premium unleaded (recommended),160.0,4.0,MANUAL,front wheel drive,4.0,Not Available,Compact,Wagon,33,25,819,21695,9.984883190740122
FIAT,500L,2015,premium unleaded (recommended),160.0,4.0,MANUAL,front wheel drive,4.0,Not Available,Compact,Wagon,33,25,819,20695,9.937695723865865
FIAT,500L,2016,premium unleaded (recommended),160.0,4.0,MANUAL,front wheel drive,4.0,Not Available,Compact,Wagon,33,25,819,21880,9.99337395933065
FIAT,500L,2016,premium unleaded (recommended),160.0,4.0,MANUAL,front wheel drive,4.0,Not Available,Compact,Wagon,33,25,819,23395,10.060320346562916
FIAT,500L,2016,premium unleaded (recommended),160.0,4.0,AUTOMATIC,front wheel drive,4.0,Not Available,Compact,Wagon,30,22,819,24795,10.11843762882181
FIAT,500L,2016,premium unleaded (recommended),160.0,4.0,MANUAL,front wheel drive,4.0,Not Available,Compact,Wagon,33,25,819,20795,9.942515939503606
FIAT,500L,2016,premium unleaded (recommended),160.0,4.0,MANUAL,front wheel drive,4.0,Not Available,Compact,Wagon,33,25,819,19495,9.877964595305043
FIAT,500L,2017,premium unleaded (recommended),160.0,4.0,AUTOMATIC,front wheel drive,4.0,Not Available,Compact,Wagon,30,22,819,23695,10.07306153650758
FIAT,500L,2017,premium unleaded (recommended),160.0,4.0,AUTOMATIC,front wheel drive,4.0,Not Available,Compact,Wagon,30,22,819,20995,9.95208722237219
FIAT,500L,2017,premium unleaded (recommended),160.0,4.0,AUTOMATIC,front wheel drive,4.0,Not Available,Compact,Wagon,30,22,819,22995,10.043075566743182
FIAT,500X,2016,regular unleaded,180.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,30,21,819,24635,10.111964066806934
FIAT,500X,2016,regular unleaded,180.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,31,22,819,25135,10.132056360495403
FIAT,500X,2016,regular unleaded,180.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,30,21,819,29235,10.283156105600282
FIAT,500X,2016,regular unleaded,180.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,31,22,819,23335,10.057752511547557
FIAT,500X,2016,regular unleaded,180.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,31,22,819,22735,10.031704850336881
FIAT,500X,2016,regular unleaded,180.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,30,21,819,27035,10.204924590220244
FIAT,500X,2016,premium unleaded (recommended),160.0,4.0,MANUAL,front wheel drive,4.0,Crossover,Compact,4dr SUV,34,25,819,20000,9.90353755128617
FIAT,500X,2016,regular unleaded,180.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,31,22,819,27335,10.215959793795127
FIAT,500X,2016,regular unleaded,180.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,30,21,819,25235,10.1360268254907
FIAT,500X,2017,regular unleaded,180.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,29,21,819,27035,10.204924590220244
FIAT,500X,2017,regular unleaded,180.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,30,22,819,25135,10.132056360495403
FIAT,500X,2017,regular unleaded,180.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,29,21,819,25235,10.1360268254907
FIAT,500X,2017,regular unleaded,180.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,29,21,819,23890,10.08125709796202
FIAT,500X,2017,regular unleaded,180.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,30,22,819,23335,10.057752511547557
FIAT,500X,2017,premium unleaded (recommended),160.0,4.0,MANUAL,front wheel drive,4.0,Crossover,Compact,4dr SUV,33,25,819,19995,9.903287532533462
Ferrari,550,2001,premium unleaded (required),485.0,12.0,MANUAL,rear wheel drive,2.0,"Exotic,High-Performance",Compact,Convertible,12,8,2774,248500,12.423202148655593
Ferrari,550,2001,premium unleaded (required),485.0,12.0,MANUAL,rear wheel drive,2.0,"Exotic,High-Performance",Compact,Coupe,12,8,2774,205840,12.234859305086072
Mercedes-Benz,560-Class,1990,regular unleaded,238.0,8.0,AUTOMATIC,rear wheel drive,2.0,Luxury,Large,Coupe,16,12,617,2323,7.751045117971802
Mercedes-Benz,560-Class,1990,regular unleaded,238.0,8.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Large,Sedan,16,12,617,2170,7.682943169878292
Mercedes-Benz,560-Class,1991,regular unleaded,238.0,8.0,AUTOMATIC,rear wheel drive,2.0,Luxury,Large,Coupe,16,12,617,2443,7.8013913202914855
Mercedes-Benz,560-Class,1991,regular unleaded,238.0,8.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Large,Sedan,16,12,617,2304,7.742835955430749
McLaren,570S,2016,premium unleaded (required),562.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,"Exotic,High-Performance",Compact,Coupe,23,16,416,184900,12.127575825689417
Ferrari,575M,2002,premium unleaded (required),515.0,12.0,MANUAL,rear wheel drive,2.0,"Exotic,High-Performance",Compact,Coupe,15,9,2774,214670,12.276861902550044
Ferrari,575M,2002,premium unleaded (required),515.0,12.0,AUTOMATED_MANUAL,rear wheel drive,2.0,"Exotic,High-Performance",Compact,Coupe,16,9,2774,224670,12.322392388874155
Ferrari,575M,2003,premium unleaded (required),515.0,12.0,MANUAL,rear wheel drive,2.0,"Exotic,High-Performance",Compact,Coupe,15,9,2774,217890,12.291750216729543
Ferrari,575M,2003,premium unleaded (required),515.0,12.0,AUTOMATED_MANUAL,rear wheel drive,2.0,"Exotic,High-Performance",Compact,Coupe,16,9,2774,228339,12.338591025230318
Ferrari,575M,2004,premium unleaded (required),515.0,12.0,AUTOMATED_MANUAL,rear wheel drive,2.0,"Exotic,High-Performance",Compact,Coupe,16,9,2774,228339,12.338591025230318
Ferrari,575M,2004,premium unleaded (required),515.0,12.0,MANUAL,rear wheel drive,2.0,"Exotic,High-Performance",Compact,Coupe,15,9,2774,217890,12.291750216729543
Maybach,57,2010,premium unleaded (required),543.0,12.0,AUTOMATIC,rear wheel drive,4.0,"Exotic,Luxury",Large,Sedan,16,10,67,366000,12.810391344620207
Maybach,57,2010,premium unleaded (required),631.0,12.0,AUTOMATIC,rear wheel drive,4.0,"Exotic,Luxury,High-Performance",Large,Sedan,16,10,67,455500,13.029153191069422
Maybach,57,2010,premium unleaded (required),604.0,12.0,AUTOMATIC,rear wheel drive,4.0,"Exotic,Luxury,High-Performance",Large,Sedan,16,10,67,405500,12.91287861862581
Maybach,57,2011,premium unleaded (required),543.0,12.0,AUTOMATIC,rear wheel drive,4.0,"Exotic,Luxury",Large,Sedan,16,10,67,372500,12.827995001361906
Maybach,57,2011,premium unleaded (required),620.0,12.0,AUTOMATIC,rear wheel drive,4.0,"Exotic,Luxury,High-Performance",Large,Sedan,16,10,67,412000,12.928781055513184
Maybach,57,2012,premium unleaded (required),543.0,12.0,AUTOMATIC,rear wheel drive,4.0,"Exotic,Luxury",Large,Sedan,16,10,67,379050,12.845426039655353
Maybach,57,2012,premium unleaded (required),620.0,12.0,AUTOMATIC,rear wheel drive,4.0,"Exotic,Luxury,Performance",Large,Sedan,16,10,67,418950,12.945509246958263
Ferrari,599,2009,premium unleaded (required),611.0,12.0,AUTOMATED_MANUAL,rear wheel drive,2.0,"Exotic,High-Performance",Midsize,Coupe,15,11,2774,320580,12.677890253521191
Ferrari,599,2009,premium unleaded (required),611.0,12.0,MANUAL,rear wheel drive,2.0,"Exotic,High-Performance",Midsize,Coupe,15,11,2774,310543,12.646080877240509
Ferrari,599,2010,premium unleaded (required),611.0,12.0,MANUAL,rear wheel drive,2.0,"Exotic,High-Performance",Midsize,Coupe,15,11,2774,310543,12.646080877240509
Ferrari,599,2011,premium unleaded (required),611.0,12.0,AUTOMATED_MANUAL,rear wheel drive,2.0,"Exotic,High-Performance",Midsize,Coupe,15,11,2774,320580,12.677890253521191
Ferrari,599,2011,premium unleaded (required),661.0,12.0,AUTOMATED_MANUAL,rear wheel drive,2.0,"Exotic,Factory Tuner,High-Performance",Midsize,Coupe,15,11,2774,410000,12.923914877701906
Mazda,5,2013,regular unleaded,157.0,4.0,AUTOMATIC,front wheel drive,4.0,Not Available,Compact,Passenger Minivan,28,22,586,24470,10.10524402196869
Mazda,5,2013,regular unleaded,157.0,4.0,AUTOMATIC,front wheel drive,4.0,Not Available,Compact,Passenger Minivan,28,22,586,20940,9.949464238776152
Mazda,5,2013,regular unleaded,157.0,4.0,MANUAL,front wheel drive,4.0,Not Available,Compact,Passenger Minivan,28,21,586,19940,9.900533192709691
Mazda,5,2013,regular unleaded,157.0,4.0,AUTOMATIC,front wheel drive,4.0,Not Available,Compact,Passenger Minivan,28,22,586,22070,10.002019808600375
Mazda,5,2014,regular unleaded,157.0,4.0,MANUAL,front wheel drive,4.0,Not Available,Compact,Passenger Minivan,28,21,586,20140,9.910512817472881
Mazda,5,2014,regular unleaded,157.0,4.0,AUTOMATIC,front wheel drive,4.0,Not Available,Compact,Passenger Minivan,28,22,586,24670,10.113383743764707
Mazda,5,2014,regular unleaded,157.0,4.0,AUTOMATIC,front wheel drive,4.0,Not Available,Compact,Passenger Minivan,28,22,586,21140,9.958969561995133
Mazda,5,2014,regular unleaded,157.0,4.0,AUTOMATIC,front wheel drive,4.0,Not Available,Compact,Passenger Minivan,28,22,586,22270,10.01104066270085
Mazda,5,2015,regular unleaded,157.0,4.0,AUTOMATIC,front wheel drive,4.0,Not Available,Compact,Passenger Minivan,28,21,586,24770,10.117428893085538
Mazda,5,2015,regular unleaded,157.0,4.0,AUTOMATIC,front wheel drive,4.0,Not Available,Compact,Passenger Minivan,28,21,586,22370,10.015520756211904
Mazda,5,2015,regular unleaded,157.0,4.0,AUTOMATIC,front wheel drive,4.0,Not Available,Compact,Passenger Minivan,28,21,586,21240,9.963688555226884
BMW,6 Series Gran Coupe,2015,premium unleaded (required),445.0,8.0,AUTOMATIC,all wheel drive,4.0,"Luxury,High-Performance",Large,Sedan,24,16,3916,92600,11.43605521971203
BMW,6 Series Gran Coupe,2015,premium unleaded (required),315.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Large,Sedan,29,20,3916,81300,11.305913595583258
BMW,6 Series Gran Coupe,2015,premium unleaded (required),315.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Large,Sedan,31,20,3916,78300,11.268315653289422
BMW,6 Series Gran Coupe,2015,premium unleaded (required),445.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,High-Performance",Large,Sedan,25,17,3916,89600,11.403121759615027
